sim_time,action,chosen_vid,score_v0,score_v1
1,0,0,4.0,9.0
2,1,1,8.0,4.0
3,0,0,8.0,24.84540637331296
4,1,1,11.0,1.0
5,0,0,10.0,32.84540637331297
6,0,0,9.0,21.845406373312965
7,0,0,10.0,30.84540637331297
8,0,0,8.0,13.178739706646303
9,0,0,5.0,10.84540637331297
10,0,0,7.0,9.845406373312972
11,1,1,9.0,8.845406373312972
12,0,0,5.0,9.0
13,1,1,10.0,7.845406373312975
14,1,1,9.0,7.0
15,1,1,9.0,7.0
16,0,0,6.0,8.0
17,1,1,9.0,7.444444444444445
18,0,0,7.0,7.0
19,1,1,9.0,5.0
20,1,1,9.0,3.0
21,0,0,7.0,7.0
22,1,1,8.0,6.0
23,1,1,8.0,6.0
24,0,0,7.0,17.0
25,1,1,10.0,2.0
26,0,0,7.0,25.0
27,0,0,6.0,25.0
28,0,0,8.0,24.0
29,0,0,6.0,86.0
30,0,0,7.0,85.0
31,0,0,11.0,81.0
32,0,0,6.0,88.0
33,0,0,8.0,84.0
34,0,0,9.0,84.0
35,0,0,11.0,81.0
36,0,0,8.0,41.88415738887268
37,0,0,8.0,40.88415738887268
38,0,0,9.0,39.88415738887268
39,0,0,9.0,38.88415738887268
40,0,0,6.0,37.88415738887268
41,0,0,8.0,36.88415738887268
42,0,0,7.0,35.88415738887268
43,0,0,4.0,24.884157388872683
44,0,0,17.0,23.884157388872683
45,0,0,27.0,32.88415738887268
46,1,1,39.0,21.884157388872683
47,1,1,38.0,25.884157388872683
48,1,1,36.0,29.884157388872683
49,1,1,40.0,28.884157388872683
50,1,1,38.0,22.884157388872683
51,1,1,36.0,16.57142857142857
52,1,1,38.0,19.884157388872683
53,1,1,49.85782952270739,17.42857142857143
54,1,1,48.85782952270739,19.884157388872683
55,1,1,47.85782952270739,20.42857142857143
56,1,1,31.857829522707387,17.21653836554783
57,1,1,45.857829522707384,21.285714285714285
58,1,1,44.857829522707384,21.285714285714285
59,1,1,21.357829522707384,15.5
60,0,0,20.357829522707384,27.0
61,0,0,21.857829522707384,26.0
62,1,1,25.857829522707384,19.42857142857143
63,0,0,18.19116285604072,19.857142857142858
64,0,0,16.357829522707384,18.857142857142858
65,0,0,16.5,16.857142857142858
66,1,1,18.57142857142857,16.285714285714285
67,1,1,17.57142857142857,17.285714285714285
68,0,0,12.5,17.11111111111111
69,1,1,20.0,17.285714285714285
70,1,1,18.0,16.11111111111111
71,1,1,17.0,16.88888888888889
72,1,1,18.0,15.0
73,0,0,14.0,18.0
74,1,1,28.0,14.0
75,1,1,27.0,17.25
76,1,1,29.0,16.5
77,1,1,27.0,17.22222222222222
78,1,1,30.0,16.333333333333332
79,1,1,27.0,17.333333333333332
80,1,1,31.0,15.444444444444445
81,1,1,28.0,17.333333333333332
82,1,1,27.0,17.22222222222222
83,1,1,88.0,16.0
84,1,1,87.0,17.0
85,1,1,88.0,16.0
86,1,1,87.0,16.818181818181817
87,1,1,85.0,19.333333333333332
88,1,1,88.0,17.0
89,1,1,87.0,19.444444444444443
90,1,1,86.0,22.714285714285715
91,1,1,88.0,28.0
92,1,1,88.0,29.0
93,1,1,90.0,17.555555555555557
94,1,1,90.0,19.5
95,1,1,88.0,30.0
96,1,1,86.0,28.0
97,1,1,85.0,29.666666666666668
98,1,1,85.0,28.0
99,1,1,88.0,31.333333333333336
100,1,1,87.0,32.0
101,1,1,89.0,27.333333333333336
102,1,1,90.0,22.0
103,1,1,87.0,41.0
104,1,1,89.0,30.142857142857146
